thesis_id,person_name_raw,person_name_standardized,relationship_category,evidence_snippet,pdf_page_number,printed_page_number,source_pdf_url,extraction_date
MIT-2020-016,James Dayley,"Dayley, James",other,thank Kurt Broderick and James Dayley for teaching me fabrication skills,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,David L Lewis,"Lewis, David L",other,at the Cypress Machine Shop. His help in learning machining was invaluable,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Matt Trusheim,"Trusheim, Matt",labmate,colleagues within the Quantum Photonics Group,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Sinan Karaveli,"Karaveli, Sinan",labmate,shared an optical table ... glad to consider him a friend,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Florian Dolde,"Dolde, Florian",labmate,also gave significant help (Quantum Photonics Group),5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Tim Schroder,"Schroder, Tim",labmate,also gave significant help (Quantum Photonics Group),5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Lorenzo De Santis,"De Santis, Lorenzo",labmate,also gave significant help (Quantum Photonics Group),5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Mikkel Heuck,"Heuck, Mikkel",labmate,also gave significant help (Quantum Photonics Group),5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Ryan Hamerly,"Hamerly, Ryan",labmate,also gave significant help (Quantum Photonics Group),5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Edward Chen,"Chen, Edward",labmate,also gave significant help (Quantum Photonics Group),5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Hannah Clevenson,"Clevenson, Hannah",labmate,also gave significant help (Quantum Photonics Group),5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Luozhou Li,"Li, Luozhou",labmate,also gave significant help (Quantum Photonics Group),5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Sara Mouradian,"Mouradian, Sara",labmate,also gave significant help (Quantum Photonics Group),5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Jiabao Zheng,"Zheng, Jiabao",labmate,also gave significant help (Quantum Photonics Group),5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Catherine Lee,"Lee, Catherine",labmate,also gave significant help (Quantum Photonics Group),5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Kevin Chen,"Chen, Kevin",labmate,fellow group members ... deserve my sincerest gratitude,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Hyeongrak (Chuck) Choi,"Choi, Hyeongrak",labmate,fellow group members ... deserve my sincerest gratitude,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Ian Cristen,"Cristen, Ian",labmate,fellow group members ... deserve my sincerest gratitude,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Erik Eisenach,"Eisenach, Erik",labmate,fellow group members ... deserve my sincerest gratitude,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Jordan Goldstein,"Goldstein, Jordan",labmate,fellow group members ... deserve my sincerest gratitude,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Tsung-Ju (Jeff) Lu,"Lu, Tsung-Ju",labmate,fellow group members ... deserve my sincerest gratitude,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Christopher (Chris) Panuski,"Panuski, Christopher",labmate,fellow group members ... deserve my sincerest gratitude,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Cheng Peng,"Peng, Cheng",labmate,fellow group members ... deserve my sincerest gratitude,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Mihika Prabhu,"Prabhu, Mihika",labmate,fellow group members ... deserve my sincerest gratitude,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Noel Wan,"Wan, Noel",labmate,fellow group members ... deserve my sincerest gratitude,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Michael Walsh,"Walsh, Michael",labmate,fellow group members ... deserve my sincerest gratitude,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Reyu Sakakibara,"Sakakibara, Reyu",labmate,fellow group members ... deserve my sincerest gratitude,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Hyowon Moon,"Moon, Hyowon",labmate,fellow group members ... deserve my sincerest gratitude,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Isaac Harris,"Harris, Isaac",labmate,younger scientists who will shape the field of quantum science into the future,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Liane Sarah Belamd Bernstein,"Bernstein, Liane Sarah Belamd",labmate,younger scientists who will shape the field of quantum science into the future,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Sarah Elizabeth Muschinske,"Muschinske, Sarah Elizabeth",labmate,younger scientists who will shape the field of quantum science into the future,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Alex Sludds,"Sludds, Alex",labmate,younger scientists who will shape the field of quantum science into the future,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Maddie Sutula,"Sutula, Maddie",labmate,younger scientists who will shape the field of quantum science into the future,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Saumil Bandyopadhyay,"Bandyopadhyay, Saumil",labmate,younger scientists who will shape the field of quantum science into the future,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Reggie Wilcox,"Wilcox, Reggie",labmate,younger scientists who will shape the field of quantum science into the future,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Donggyu Kim,"Kim, Donggyu",friend,for his help and for agreeing to play the piano at my wedding,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-016,Eric Bersin,"Bersin, Eric",friend,helpful if jaded confidant; he is great because he has one's back,5,5,https://dspace.mit.edu/server/api/core/bitstreams/07b34e93-93a8-4a49-b701-8cf0654e94f3/content,2026-08-06
MIT-2020-017,Professor Anantha Chandrakasan,"Chandrakasan, Anantha",advisor,"deeply thank my advisors, Professor Anantha Chandrakasan and Professor Harry Lee",5,5,https://dspace.mit.edu/server/api/core/bitstreams/c2bc6f61-4cbc-4f66-b3ec-08950019a81e/content,2026-08-06
MIT-2020-017,Professor Harry Lee,"Lee, Harry",advisor,"deeply thank my advisors, Professor Anantha Chandrakasan and Professor Harry Lee",5,5,https://dspace.mit.edu/server/api/core/bitstreams/c2bc6f61-4cbc-4f66-b3ec-08950019a81e/content,2026-08-06
MIT-2020-017,Professor Song Han,"Han, Song",committee,"thank Professor Song Han, for being on my thesis committee",5,5,https://dspace.mit.edu/server/api/core/bitstreams/c2bc6f61-4cbc-4f66-b3ec-08950019a81e/content,2026-08-06
MIT-2020-017,Sungwon Chung,"Chung, Sungwon",labmate,provided me an immense technical help in my early years at MIT,5,5,https://dspace.mit.edu/server/api/core/bitstreams/c2bc6f61-4cbc-4f66-b3ec-08950019a81e/content,2026-08-06
MIT-2020-017,Joohyun Seo,"Seo, Joohyun",labmate,casual conversation ... refreshing time from the hectic graduate life,5,5,https://dspace.mit.edu/server/api/core/bitstreams/c2bc6f61-4cbc-4f66-b3ec-08950019a81e/content,2026-08-06
MIT-2020-017,Xi Yang,"Yang, Xi",labmate,casual conversation ... refreshing time from the hectic graduate life,5,5,https://dspace.mit.edu/server/api/core/bitstreams/c2bc6f61-4cbc-4f66-b3ec-08950019a81e/content,2026-08-06
MIT-2020-017,Cheng Wang,"Wang, Cheng",labmate,casual conversation ... refreshing time from the hectic graduate life,5,5,https://dspace.mit.edu/server/api/core/bitstreams/c2bc6f61-4cbc-4f66-b3ec-08950019a81e/content,2026-08-06
MIT-2020-017,Utsav Banerjee,"Banerjee, Utsav",labmate,casual conversation ... refreshing time from the hectic graduate life,5,5,https://dspace.mit.edu/server/api/core/bitstreams/c2bc6f61-4cbc-4f66-b3ec-08950019a81e/content,2026-08-06
MIT-2020-018,Prof. Anantha Chandrakasan,"Chandrakasan, Anantha",advisor,"thank my research advisor, Prof. Anantha Chandrakasan, for giving me the opportunity",5,5,https://dspace.mit.edu/server/api/core/bitstreams/13c02101-aff5-4b0b-a0c3-bcbd15d75dc9/content,2026-08-06
MIT-2020-018,Prof. Jeffrey Lang,"Lang, Jeffrey",committee,thesis committee. It was a great pleasure working with Prof. Jeffrey Lang,5,5,https://dspace.mit.edu/server/api/core/bitstreams/13c02101-aff5-4b0b-a0c3-bcbd15d75dc9/content,2026-08-06
MIT-2020-018,Prof. Ruonan Han,"Han, Ruonan",committee,thank Prof. Ruonan Han for taking out time to be on the committee,5,5,https://dspace.mit.edu/server/api/core/bitstreams/13c02101-aff5-4b0b-a0c3-bcbd15d75dc9/content,2026-08-06
MIT-2020-018,Dr. Baher Haroun,"Haroun, Baher",committee,Dr. Baher Haroun from Texas Instruments for not only agreeing to be on the committee,5,5,https://dspace.mit.edu/server/api/core/bitstreams/13c02101-aff5-4b0b-a0c3-bcbd15d75dc9/content,2026-08-06
MIT-2020-018,the late Dennis Buss,"Buss, Dennis",other,the late Dennis Buss for being an incredible mentor and a wonderful person,5,5,https://dspace.mit.edu/server/api/core/bitstreams/13c02101-aff5-4b0b-a0c3-bcbd15d75dc9/content,2026-08-06
MIT-2020-018,Srinath Ramaswamy,"Ramaswamy, Srinath",collaborator,providing valuable feedback and guidance through weekly meetings on the current sensor project,5,5,https://dspace.mit.edu/server/api/core/bitstreams/13c02101-aff5-4b0b-a0c3-bcbd15d75dc9/content,2026-08-06
MIT-2020-018,Viola Schaffer,"Schaffer, Viola",collaborator,providing valuable feedback and guidance through weekly meetings,5,5,https://dspace.mit.edu/server/api/core/bitstreams/13c02101-aff5-4b0b-a0c3-bcbd15d75dc9/content,2026-08-06
MIT-2020-018,Jim Wieser,"Wieser, Jim",collaborator,providing valuable feedback and guidance through weekly meetings,5,5,https://dspace.mit.edu/server/api/core/bitstreams/13c02101-aff5-4b0b-a0c3-bcbd15d75dc9/content,2026-08-06
MIT-2020-018,Joyce Mullenix,"Mullenix, Joyce",collaborator,sharing their expertise in magnetics,5,5,https://dspace.mit.edu/server/api/core/bitstreams/13c02101-aff5-4b0b-a0c3-bcbd15d75dc9/content,2026-08-06
MIT-2020-018,Erika Mazotti,"Mazotti, Erika",collaborator,sharing their expertise in magnetics,5,5,https://dspace.mit.edu/server/api/core/bitstreams/13c02101-aff5-4b0b-a0c3-bcbd15d75dc9/content,2026-08-06
MIT-2020-018,Dok Won Lee,"Lee, Dok Won",collaborator,sharing their expertise in magnetics,5,5,https://dspace.mit.edu/server/api/core/bitstreams/13c02101-aff5-4b0b-a0c3-bcbd15d75dc9/content,2026-08-06
MIT-2020-018,Django Trombley,"Trombley, Django",collaborator,for wafer-probing the fabricated transformers,5,5,https://dspace.mit.edu/server/api/core/bitstreams/13c02101-aff5-4b0b-a0c3-bcbd15d75dc9/content,2026-08-06
MIT-2020-018,Carole Ann Rush,"Rush, Carole Ann",collaborator,and her team for helping with the current sensor layout,5,5,https://dspace.mit.edu/server/api/core/bitstreams/13c02101-aff5-4b0b-a0c3-bcbd15d75dc9/content,2026-08-06
MIT-2020-018,Sabuson George,"George, Sabuson",collaborator,for helping with Athena set up for digital design,5,5,https://dspace.mit.edu/server/api/core/bitstreams/13c02101-aff5-4b0b-a0c3-bcbd15d75dc9/content,2026-08-06
MIT-2020-018,Thu,Thu,collaborator,for procuring custom non-magnetic packages,5,5,https://dspace.mit.edu/server/api/core/bitstreams/13c02101-aff5-4b0b-a0c3-bcbd15d75dc9/content,2026-08-06
MIT-2020-019,Dina Katabi,"Katabi, Dina",advisor,"thank my advisor, Dina Katabi, for giving me the opportunity to come to MIT",5,5,https://dspace.mit.edu/server/api/core/bitstreams/cc6731e6-5fa2-43ee-a3e3-58e2ff7d86f7/content,2026-08-06
MIT-2020-019,Fadel Adib,"Adib, Fadel",committee,thesis committee members: Fadel Adib ... mentored me when I started at MIT,5,5,https://dspace.mit.edu/server/api/core/bitstreams/cc6731e6-5fa2-43ee-a3e3-58e2ff7d86f7/content,2026-08-06
MIT-2020-019,Piotr Indyk,"Indyk, Piotr",committee,"thesis committee members: ... Piotr Indyk, and Tommi Jaakkola",5,5,https://dspace.mit.edu/server/api/core/bitstreams/cc6731e6-5fa2-43ee-a3e3-58e2ff7d86f7/content,2026-08-06
MIT-2020-019,Tommi Jaakkola,"Jaakkola, Tommi",committee,thesis committee members: ... and Tommi Jaakkola,5,5,https://dspace.mit.edu/server/api/core/bitstreams/cc6731e6-5fa2-43ee-a3e3-58e2ff7d86f7/content,2026-08-06
MIT-2020-019,Zach Kabelac,"Kabelac, Zach",collaborator,enjoyed working with Zach Kabelac and Rumen Hristov,5,5,https://dspace.mit.edu/server/api/core/bitstreams/cc6731e6-5fa2-43ee-a3e3-58e2ff7d86f7/content,2026-08-06
MIT-2020-019,Rumen Hristov,"Hristov, Rumen",collaborator,enjoyed working with Zach Kabelac and Rumen Hristov,5,5,https://dspace.mit.edu/server/api/core/bitstreams/cc6731e6-5fa2-43ee-a3e3-58e2ff7d86f7/content,2026-08-06
MIT-2020-019,Mary,Mary,other,"our group admin, Mary, for taking care of everything we need",5,5,https://dspace.mit.edu/server/api/core/bitstreams/cc6731e6-5fa2-43ee-a3e3-58e2ff7d86f7/content,2026-08-06
MIT-2020-020,Jim,"Glass, James R.",advisor,"thank my doctoral advisor, Jim, who is the reason why I am at MIT today",5,5,https://dspace.mit.edu/server/api/core/bitstreams/92445438-b823-4aa3-90a5-9870004098ac/content,2026-08-06
MIT-2020-020,Lin-Shan Lee,"Lee, Lin-Shan",other,"my undergrad research advisors, Lin-Shan Lee and Hsuan-Tien Lin",5,5,https://dspace.mit.edu/server/api/core/bitstreams/92445438-b823-4aa3-90a5-9870004098ac/content,2026-08-06
MIT-2020-020,Hsuan-Tien Lin,"Lin, Hsuan-Tien",other,"my undergrad research advisors, Lin-Shan Lee and Hsuan-Tien Lin",5,5,https://dspace.mit.edu/server/api/core/bitstreams/92445438-b823-4aa3-90a5-9870004098ac/content,2026-08-06
MIT-2020-020,Tommi Jaakkola,"Jaakkola, Tommi",committee,"thesis committee members, Tommi Jaakkola and Phillip Isola",5,5,https://dspace.mit.edu/server/api/core/bitstreams/92445438-b823-4aa3-90a5-9870004098ac/content,2026-08-06
MIT-2020-020,Phillip Isola,"Isola, Phillip",committee,"thesis committee members, Tommi Jaakkola and Phillip Isola",5,5,https://dspace.mit.edu/server/api/core/bitstreams/92445438-b823-4aa3-90a5-9870004098ac/content,2026-08-06
MIT-2020-021,James J. DiCarlo,"DiCarlo, James J.",advisor,grateful for everything I could experience as an advisee of James J. DiCarlo,5,5,https://dspace.mit.edu/server/api/core/bitstreams/f0d36948-1aa1-4dec-aa25-7139b774e242/content,2026-08-06
MIT-2020-021,Nancy Kanwisher,"Kanwisher, Nancy",other,express my gratitude to Nancy Kanwisher for her advice and inspiration,5,5,https://dspace.mit.edu/server/api/core/bitstreams/f0d36948-1aa1-4dec-aa25-7139b774e242/content,2026-08-06
MIT-2020-021,Antonio Torralba,"Torralba, Antonio",committee,"committee members, Antonio Torralba and Phillip Isola for their guidance and support",5,5,https://dspace.mit.edu/server/api/core/bitstreams/f0d36948-1aa1-4dec-aa25-7139b774e242/content,2026-08-06
MIT-2020-021,Phillip Isola,"Isola, Phillip",committee,"committee members, Antonio Torralba and Phillip Isola for their guidance and support",5,5,https://dspace.mit.edu/server/api/core/bitstreams/f0d36948-1aa1-4dec-aa25-7139b774e242/content,2026-08-06
MIT-2020-021,Daniel Yamins,"Yamins, Daniel",collaborator,"I also thank Daniel Yamins, Michael Kohen, Kamila Jozwik",5,5,https://dspace.mit.edu/server/api/core/bitstreams/f0d36948-1aa1-4dec-aa25-7139b774e242/content,2026-08-06
MIT-2020-021,Michael Kohen,"Kohen, Michael",collaborator,"I also thank Daniel Yamins, Michael Kohen, Kamila Jozwik",5,5,https://dspace.mit.edu/server/api/core/bitstreams/f0d36948-1aa1-4dec-aa25-7139b774e242/content,2026-08-06
MIT-2020-021,Kamila Jozwik,"Jozwik, Kamila",collaborator,"I also thank Daniel Yamins, Michael Kohen, Kamila Jozwik",5,5,https://dspace.mit.edu/server/api/core/bitstreams/f0d36948-1aa1-4dec-aa25-7139b774e242/content,2026-08-06
MIT-2020-021,Eshed Margalit,"Margalit, Eshed",collaborator,especially Eshed Margalit for his help in many aspects of the works in this thesis,5,5,https://dspace.mit.edu/server/api/core/bitstreams/f0d36948-1aa1-4dec-aa25-7139b774e242/content,2026-08-06
MIT-2020-021,Mahesh Sathiamoorthy,"Sathiamoorthy, Mahesh",other,"my intern hosts, Mahesh Sathiamoorthy",5,5,https://dspace.mit.edu/server/api/core/bitstreams/f0d36948-1aa1-4dec-aa25-7139b774e242/content,2026-08-06
MIT-2020-021,Zhe Zhao,"Zhao, Zhe",other,my intern hosts ... Zhe Zhao,5,5,https://dspace.mit.edu/server/api/core/bitstreams/f0d36948-1aa1-4dec-aa25-7139b774e242/content,2026-08-06
MIT-2020-021,Joonseok Lee,"Lee, Joonseok",other,my intern hosts ... Joonseok Lee,5,5,https://dspace.mit.edu/server/api/core/bitstreams/f0d36948-1aa1-4dec-aa25-7139b774e242/content,2026-08-06
MIT-2020-021,Joe Ng,"Ng, Joe",other,my intern hosts ... Joe Ng,5,5,https://dspace.mit.edu/server/api/core/bitstreams/f0d36948-1aa1-4dec-aa25-7139b774e242/content,2026-08-06
MIT-2020-021,José F. Martínez,"Martínez, José F.",other,"my undergraduate research advisors, José F. Martínez, Saugata Ghose",5,5,https://dspace.mit.edu/server/api/core/bitstreams/f0d36948-1aa1-4dec-aa25-7139b774e242/content,2026-08-06
MIT-2020-021,Saugata Ghose,"Ghose, Saugata",other,my undergraduate research advisors ... Saugata Ghose,5,5,https://dspace.mit.edu/server/api/core/bitstreams/f0d36948-1aa1-4dec-aa25-7139b774e242/content,2026-08-06
MIT-2020-021,Kai Yuan Chen,"Chen, Kai Yuan",other,"and Kai Yuan Chen, for introducing me to the joy of research",5,5,https://dspace.mit.edu/server/api/core/bitstreams/f0d36948-1aa1-4dec-aa25-7139b774e242/content,2026-08-06
MIT-2020-021,Hyeonyu Kim,"Kim, Hyeonyu",friend,my two besties at MIT - Hyeonyu Kim and Yoonah Shin,5,5,https://dspace.mit.edu/server/api/core/bitstreams/f0d36948-1aa1-4dec-aa25-7139b774e242/content,2026-08-06
MIT-2020-021,Yoonah Shin,"Shin, Yoonah",friend,my two besties at MIT - Hyeonyu Kim and Yoonah Shin,5,5,https://dspace.mit.edu/server/api/core/bitstreams/f0d36948-1aa1-4dec-aa25-7139b774e242/content,2026-08-06
MIT-2020-021,Hoon Cho,"Cho, Hoon",friend,"thank all of them ... Hoon Cho, Kyel Ok, Albert Kim",5,5,https://dspace.mit.edu/server/api/core/bitstreams/f0d36948-1aa1-4dec-aa25-7139b774e242/content,2026-08-06
MIT-2020-021,Kyel Ok,"Ok, Kyel",friend,"thank all of them ... Hoon Cho, Kyel Ok, Albert Kim",5,5,https://dspace.mit.edu/server/api/core/bitstreams/f0d36948-1aa1-4dec-aa25-7139b774e242/content,2026-08-06
MIT-2020-021,Albert Kim,"Kim, Albert",friend,"thank all of them ... Hoon Cho, Kyel Ok, Albert Kim, Taehong Kwon",5,5,https://dspace.mit.edu/server/api/core/bitstreams/f0d36948-1aa1-4dec-aa25-7139b774e242/content,2026-08-06
MIT-2020-021,Taehong Kwon,"Kwon, Taehong",friend,"thank all of them ... Albert Kim, Taehong Kwon, Albert ""the liar"" Kwon",5,5,https://dspace.mit.edu/server/api/core/bitstreams/f0d36948-1aa1-4dec-aa25-7139b774e242/content,2026-08-06
MIT-2020-021,"Albert ""the liar"" Kwon","Kwon, Albert",friend,"thank all of them ... Taehong Kwon, Albert ""the liar"" Kwon",5,5,https://dspace.mit.edu/server/api/core/bitstreams/f0d36948-1aa1-4dec-aa25-7139b774e242/content,2026-08-06
MIT-2020-022,Professor Vladimir Bulović,"Bulović, Vladimir",advisor,"thank my advisor, Professor Vladimir Bulović. He cultivated an environment",5,5,https://dspace.mit.edu/server/api/core/bitstreams/3faf32dc-f03d-474d-8b55-7102546be983/content,2026-08-06
MIT-2020-022,Professor Rajeev Ram,"Ram, Rajeev",committee,thank Professor Rajeev Ram who served on my RQE and thesis committees,5,5,https://dspace.mit.edu/server/api/core/bitstreams/3faf32dc-f03d-474d-8b55-7102546be983/content,2026-08-06
MIT-2020-022,Professor William Tisdale,"Tisdale, William",committee,thank Professor William Tisdale who served on my thesis committee,5,5,https://dspace.mit.edu/server/api/core/bitstreams/3faf32dc-f03d-474d-8b55-7102546be983/content,2026-08-06
MIT-2020-022,Parag Deotare,"Deotare, Parag",collaborator,worked closely with Parag Deotare on the organic lasers ... great mentor and friend,5,5,https://dspace.mit.edu/server/api/core/bitstreams/3faf32dc-f03d-474d-8b55-7102546be983/content,2026-08-06
MIT-2020-022,Deniz Bozyigit,"Bozyigit, Deniz",collaborator,worked with Deniz Bozyigit. Deniz is a very clever scientist,5,5,https://dspace.mit.edu/server/api/core/bitstreams/3faf32dc-f03d-474d-8b55-7102546be983/content,2026-08-06
MIT-2020-023,Vinod Vaikuntanathan,"Vaikuntanathan, Vinod",advisor,my advisors Vinod Vaikuntanathan...supporting me during my entire time at MIT,5,5,https://dspace.mit.edu/server/api/core/bitstreams/4b8cf102-297e-4981-a03f-ba19876ef8df/content,2026-08-06
MIT-2020-023,Virginia Vassilevska Williams,"Williams, Virginia Vassilevska",advisor,my advisors...Virginia Vassilevska Williams...mentoring me and encouraging me,5,5,https://dspace.mit.edu/server/api/core/bitstreams/4b8cf102-297e-4981-a03f-ba19876ef8df/content,2026-08-06
MIT-2020-023,Tal Moran,"Moran, Tal",collaborator,"introducing me to Topology-Hiding Computation, and then being a supportive coauthor and mentor",5,5,https://dspace.mit.edu/server/api/core/bitstreams/4b8cf102-297e-4981-a03f-ba19876ef8df/content,2026-08-06
MIT-2020-023,Elette Boyle,"Boyle, Elette",collaborator,"hosting me in Israel, mentoring me, and being an excellent coauthor",5,5,https://dspace.mit.edu/server/api/core/bitstreams/4b8cf102-297e-4981-a03f-ba19876ef8df/content,2026-08-06
MIT-2020-023,Adi Akavia,"Akavia, Adi",collaborator,I also thank all of the rest of my coauthors: Adi Akavia...,5,5,https://dspace.mit.edu/server/api/core/bitstreams/4b8cf102-297e-4981-a03f-ba19876ef8df/content,2026-08-06
MIT-2020-023,Marta Mularcyk,"Mularcyk, Marta",collaborator,rest of my coauthors: ...Marta Mularcyk...,5,5,https://dspace.mit.edu/server/api/core/bitstreams/4b8cf102-297e-4981-a03f-ba19876ef8df/content,2026-08-06
MIT-2020-023,Chen-Da Liu,"Liu, Chen-Da",collaborator,rest of my coauthors: ...Chen-Da Liu...,5,5,https://dspace.mit.edu/server/api/core/bitstreams/4b8cf102-297e-4981-a03f-ba19876ef8df/content,2026-08-06
MIT-2020-023,Daniel Tschudi,"Tschudi, Daniel",collaborator,rest of my coauthors: ...Daniel Tschudi...,5,5,https://dspace.mit.edu/server/api/core/bitstreams/4b8cf102-297e-4981-a03f-ba19876ef8df/content,2026-08-06
MIT-2020-023,Uieli Mauer,"Mauer, Uieli",collaborator,rest of my coauthors: ...Uieli Mauer,5,5,https://dspace.mit.edu/server/api/core/bitstreams/4b8cf102-297e-4981-a03f-ba19876ef8df/content,2026-08-06
MIT-2020-023,Andrea Lincoln,"Lincoln, Andrea",collaborator,"who first suggested we be friends, and then work together, combining our fields",5,5,https://dspace.mit.edu/server/api/core/bitstreams/4b8cf102-297e-4981-a03f-ba19876ef8df/content,2026-08-06
MIT-2020-023,Dan Boneh,"Boneh, Dan",other,"my undergraduate research advisor, Dan Boneh",5,5,https://dspace.mit.edu/server/api/core/bitstreams/4b8cf102-297e-4981-a03f-ba19876ef8df/content,2026-08-06
MIT-2020-023,Manuel Sabin,"Sabin, Manuel",collaborator,working with him and Manuel Sabin...continued to stay in touch with Manuel,5,5,https://dspace.mit.edu/server/api/core/bitstreams/4b8cf102-297e-4981-a03f-ba19876ef8df/content,2026-08-06
MIT-2020-024,Prof. Marija Ilić,"Ilić, Marija",advisor,"my advisor, Prof. Marija Ilić, for sharing with me her passion...for research",4,4,https://dspace.mit.edu/server/api/core/bitstreams/d24f083d-a3db-4e34-9ee5-7196ab56cd64/content,2026-08-06
MIT-2020-024,Prof. Luca Daniel,"Daniel, Luca",committee,"thesis committee members: to Prof. Luca Daniel, for his eagerness as an instructor and a mentor",4,4,https://dspace.mit.edu/server/api/core/bitstreams/d24f083d-a3db-4e34-9ee5-7196ab56cd64/content,2026-08-06
MIT-2020-024,Prof. Jacob White,"White, Jacob",committee,"to Prof. Jacob White, for his continuous feedback, support and guidance",4,4,https://dspace.mit.edu/server/api/core/bitstreams/d24f083d-a3db-4e34-9ee5-7196ab56cd64/content,2026-08-06
